title	score	link	summary	published	tickers
В «Газпроме» предложили исключить валютную конкуренцию при поставках газа	0.27777777777777773	https://www.rbc.ru/politics/02/07/2022/62c01f789a7947d432e9bc24	Топ-менеджер компании Кирилл Полоус пояснил, что на рынке возникает валютная конкуренция между поставками трубопроводного газа и СПГ, поэтому введение механизма для ее исключения приобретает все более важное значение	Mon, 04 Jul 2022 15:29:48 +0300	['GAZP']
В «Газпроме» заявили, что Siemens устранил четверть поломок на двигателях	0.5263157894736843	https://www.rbc.ru/business/29/07/2022/62e4069e9a79475c718555a4	Западные партнеры «Газпрома» не выполняют обязательства по обслуживанию компрессорной станции «Северного потока» «Портовая», заявил зампред правления компании Виталий Маркелов в эфире канала «Россия 24».	Fri, 29 Jul 2022 19:55:19 +0300	['GAZP']
В «Аэрофлоте» сменился гендиректор	0.23529411764705888	https://www.rbc.ru/society/23/03/2022/623b55819a794770e5f36e9b	Предыдущий гендиректор авиакомпании Михаил Полубояринов покинул свой пост после попадания под санкции ЕС. Источники РБК ранее называли Александровского в качестве основной кандидатуры на должность	Fri, 08 Apr 2022 23:15:45 +0300	['AFLT']
В JPMorgan предупредили о нефти за $380 при предельных ценах для России	-0.6190476190476191	https://www.rbc.ru/economics/30/06/2022/62bc6f909a79472ed0d6ece3	Аналитики предположили, что, если страны G7 введут лимит цен на российскую нефть, в Москве ответят сокращением добычи: ее уменьшение на 5 млн б/с не нанесет большого ущерба российской экономике, но вызовет значительный рост цен	Sat, 02 Jul 2022 09:56:27 +0300	['JPM']
Бывшая британская «дочка» «Газпрома» сменила название	0.4545454545454546	https://www.vedomosti.ru/business/news/2022/07/30/933791-britanskaya-dochka-gazproma-smenila-nazvanie		Sat, 30 Jul 2022 17:22:06 +0300	['GAZP']
Британия ужесточила санкции против «Аэрофлота» и «России»	-0.6428571428571428	https://www.rbc.ru/politics/19/05/2022/6285e7c09a7947bc966fc027	Лондон расширил санкции против трех российских авиаперевозчиков, запретив им продавать их неиспользованные слоты на взлет и посадку в британских аэропортах. В Британии считают, что Россия может получить от этого до £50 млн	Thu, 19 May 2022 13:36:44 +0300	['AFLT']
Британия выдала лицензию на платежи за газ Газпромбанку	0.4285714285714286	https://www.rbc.ru/finances/22/04/2022/6261d62f9a7947c4e7da1b29	Власти Великобритании выдали попавшему под санкции Газпромбанку лицензию, которая позволяет проводить платежи банку и его «дочкам» в рамках контрактов на поставку газа в Евросоюз, свидетельствуют данные на сайте Управления по осуществлению финансовых санкций страны (OFSI).	Fri, 22 Apr 2022 01:19:22 +0300	['GAZP']
Британия ввела блокирующие санкции против МКБ и Сбера	-0.8181818181818181	https://www.rbc.ru/finances/06/04/2022/624daccb9a794761a18a7395	Московский кредитный банк попал под санкции Великобритании впервые, в отношении Сбербанка ужесточены ограничения.	Wed, 06 Apr 2022 18:08:00 +0300	['CBOM']
Болгария договорилась о покупке СПГ у США по ценам, ниже чем у «Газпрома»	-0.028571428571428525	https://www.rbc.ru/economics/09/05/2022/627860d59a794746d4c972fb	Правительство Болгарии не уточнило, по какой схеме будет рассчитываться стоимость газа при покупке у США, и сколько она будет составлять. В конце апреля «Газпром» остановил поставки в Болгарию из-за неоплаты в рублях	Wed, 11 May 2022 17:19:47 +0300	['GAZP']
Болгария договорилась о покупке СПГ у США по ценам ниже, чем у «Газпрома»	0.4358974358974359	https://www.rbc.ru/economics/09/05/2022/627860d59a794746d4c972fb	Правительство Болгарии не уточнило, по какой схеме будет рассчитываться стоимость газа при покупке у США и сколько она будет составлять. В конце апреля «Газпром» остановил поставки в Болгарию из-за неоплаты в рублях	Wed, 11 May 2022 17:19:47 +0300	['GAZP']
Безос поддержал идею Маска сделать приют из штаб-квартиры Twitter	0.050000000000000044	https://www.rbc.ru/business/05/04/2022/624c1a4e9a794753675f8af4	Илон Маск поинтересовался у пользователей Twitter, стоит ли сделать из штаб-квартиры компании приют для бездомных, поскольку «никто все равно [туда] не ходит». Предложение одобрил основатель Amazon	Mon, 11 Apr 2022 04:30:52 +0300	['TWTR']
Банки увидели рост доли карт «Мир» после ухода Visa и Mastercard	0.6666666666666667	https://www.rbc.ru/finances/25/03/2022/623c44329a79473489e8ebc0	По данным банков, доля платежей по картам «Мир» в России выросла, отвоевав позиции у Visa и Mastercard. После ухода западных систем у всех карт теперь один оператор. Рост «Мира» эксперты объясняют эмоциями и оплатами через телефон	Tue, 05 Apr 2022 09:00:23 +0300	['MA', 'V']
Банки без головы // МКБ первым засекретил руководителя в базе ЕГРЮЛ	0.1063829787234043	https://www.kommersant.ru/doc/5434827	Московский кредитный банк первым из подсанкционных банков воспользовался правом ограничения информации в ЕГРЮЛ о первом лице, хотя имя как минимум исполняющего обязанности руководителя банка известно — Николай Каторжнов. Юристы указывают на уникальность примера, которому вряд ли в ближайшее время последуют другие кредитные организации.	Tue, 28 Jun 2022 01:07:00 +0300	['CBOM']
"Аналитики ""Финама"" рекомендуют ""Покупать"" акции Capital One"	0.5384615384615385	https://www.finam.ru/analysis/newsitem/analitiki-finama-rekomenduyut-pokupat-akcii-capital-one-20220729-184708/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns	"Аналитики ""Финама"" сохраняют позитивный взгляд на перспективы бизнеса Capital One, несмотря на повышенные макроэкономические и другие риски. Хотя США формально скатились в рецессию, ситуация в экономике в целом остается неплохой и скорее говорит о реализации сценария ""мягкой посадки"". При этом во II полугодии ожидается улучшение экономических показателей в стране. И на этом фоне Capital One продолжит чувствовать себя относительно неплохо в финансовом плане.
Целевая цена для акцийCapitalOneна июль 2023 г. составляет $136,6. Потенциал роста от текущего ценового уровня равен 26,8%, что соответствует рейтингу ""Покупать"".
Capital Oneактивно инвестирует в развитие цифровых технологий и считается самым технологичным банком в Штатах. Его операционная инфраструктура практически полностью переведена на облачную платформу AWS, что позволило свести к минимуму использование традиционных дата-центров. Приложения Capital One в области цифрового банкинга считаются самыми продвинутыми в стране.
Финансовый отчет Capital One за 2квартал 2022 г. был не самым оптимистичным.Чистая прибыль упала на 42,6% г/г, до $2 млрд, или $4,96 на акцию, и заметно не дотянула до средней оценки аналитиков Уолл-стрит, хотя выручка увеличилась на 11,6% г/г, до $8,2 млрд, и совпала с консенсус-прогнозом.
Аналитики ""Финама""со сдержанным оптимизмом оцениваем долгосрочные перспективы Capital One, несмотря на заметно выросшие в последнее время макроэкономические и другие риски. Хотя ВВП Штатов в этом году сократился по итогам двух кварталов подряд, что соответствует формальному определению рецессии, ситуация в экономике, на наш взгляд, в целом остается неплохой и скорее говорит о реализации сценария ""мягкой посадки"". При этом во II полугодии ожидается улучшение экономических показателей в стране. И на этом фоне CapitalOne, мы рассчитываем, продолжит чувствовать себя относительно неплохо в финансовом плане.
Capital One, учитывая эффективную бизнес-модель банка, устойчивый баланс, хорошие позиции в сегменте кредитных карт и потребительском банкинге, сможет пройти непростой 2022 год без значительных потрясений и продолжит показывать положительный финансовый результат в предстоящие годы.
Бизнес Capital One, как и сектора в целом, сильно зависит от экономической и рыночной конъюнктуры.В случае ее дальнейшего существенного ухудшения можно ожидать снижения активности клиентов и спроса на продукты и услуги банка, возникновения убытков от переоценки инвестиционных портфелей, негативного влияния на показатели достаточности капитала."	Fri, 29 Jul 2022 18:47:08 +0300	['COF']
Американский Arconic предупредил о потере $500 млн из-за завода в Самаре	-0.6428571428571428	https://www.rbc.ru/business/20/05/2022/6287470e9a79473b291c3a42	Американский производитель алюминиевых полуфабрикатов Arconic объявил о планах продать свой завод в Самаре из-за конфликта на Украине. В результате сделки он может списать $500 млн	Fri, 20 May 2022 15:32:55 +0300	['ARNC']
Американская Whirlpool продаст российский бизнес турецкой Arcelik	0.11764705882352944	https://www.rbc.ru/business/10/04/2018/5acc94db9a79472126a90284	Американский производитель бытовой техники простановил производство на двух своих заводах в Липецке в начале марта. Согласно соглашению с Arcelik, российские активы компании будут проданы менее чем за €220 млн	Tue, 28 Jun 2022 10:28:02 +0300	['WHR']
Алмазы идут пеплом // Европейские ювелиры отказываются от продукции АЛРОСА	-0.6799999999999999	https://www.kommersant.ru/doc/5295081	На состоявшемся на днях в Женеве крупнейшем часовом салоне мира Watches & Wonders несколько марок объявили, что приостанавливают закупки бриллиантов из российских алмазов. От них уже отказались такие известные бренды, как, например, Cartier и Tiffany & Co. Формально европейские санкции российского сырья не касаются и поставки не ограничены. Марки делают это сами в знак протеста, и, как опасаются эксперты, их примеру могут последовать другие участники рынка. Заменить российские алмазы непросто, и отказ от них вызовет рост цен, поставив одновременно под вопрос производственные планы АЛРОСА.	Thu, 07 Apr 2022 01:03:00 +0300	['ALRS']
Алекперов покинул совет директоров ЛУКОЙЛа и пост главы компании	0.1538461538461538	https://www.rbc.ru/business/21/04/2022/6261259b9a79477e4e0afb3b	Вагит Алекперов покинул совет директоров ЛУКОЙЛа и пост главы компании.	Thu, 21 Apr 2022 12:36:39 +0300	['LKOH']
Алекперов заявил, что останется в России после ухода из ЛУКОЙЛа	0.3333333333333333	https://www.rbc.ru/business/21/04/2022/626155329a7947996f04c0be	По словам бывшего президента ЛУКОЙЛа, он ушел из компании, чтобы санкции против него не мешали ее развитию. Он останется в России и продолжит инвестировать в социальные проекты	Fri, 22 Apr 2022 23:48:44 +0300	['LKOH']
Акционеры обвинили Netflix в мошенничестве	-0.7272727272727273	https://www.rbc.ru/business/05/05/2022/6273093d9a79474a1fc41fe7	Акционеры подали коллективный иск против стримингового сервиса Netflix компании, они обвиняют копанию в публикации вводящего в заблуждения отчета о замедлении роста числа подписчиков для мошенничества с ценными бумагами, сообщают Axios и Reuters.	Thu, 05 May 2022 02:35:43 +0300	['NFLX']
Акционеры ЛУКОЙЛа досрочно прекратили полномочия Алекперова	-0.375	https://www.rbc.ru/business/31/05/2022/629613509a794744139b732d	Акционеры также досрочно прекратили полномочия Вагита Алекперова на посту президента ЛУКОЙЛа	Tue, 31 May 2022 16:29:07 +0300	['LKOH']
Акционерам QIWI предложили дисконт // За отсутствие торгов и присутствие «ФК Открытие»	0.3170731707317073	https://www.kommersant.ru/doc/5448735	Компания Сергея Солонина предложила выкупить ценные бумаги QIWI у иностранных акционеров компании по $2,2–2,7 за акцию. Торги ими на бирже NASDAQ были остановлены больше четырех месяцев назад, и акционеры лишились возможности их продать. К тому же присутствие в числе акционеров QIWI попавшего под санкции российского банка «ФК Открытие» является для них негативным фактором. Поэтому даже с учетом существенного дисконта к цене на Московской бирже такой исход для держателей акций может оказаться выгодным.	Fri, 08 Jul 2022 01:09:00 +0300	['QIWI']
Акции Twitter упали на 11% на фоне отказа Маска от покупки соцсети	-0.935483870967742	https://www.rbc.ru/technology_and_media/09/07/2022/62c8aacd9a79476da510c33c	Акции Twitter упали на 11% на фоне того, что глава Tesla и SpaceX Илон Маск отказался от сделки на покупку социальной сети за $44 млрд, передает телеканал CNBC.	Tue, 12 Jul 2022 05:24:15 +0300	['TWTR']
Акрон: дорого на перспективу	0.06666666666666665	https://ru.investing.com/analysis/article-200295257		Jul 29, 2022 12:18 GMT	['AKRN']
Адвокаты Маска призвали суд отложить разбирательство по иску Twitter	-0.037037037037037035	https://www.rbc.ru/business/16/07/2022/62d21ffc9a79473f8cc70406	Адвокаты основателя Tesla и SpaceX Илона Маска подали в суд ходатайство, в котором призвали отклонить запрос Twitter о проведении ускоренного разбирательства по иску компании, сообщает Bloomberg.	Sat, 16 Jul 2022 06:41:42 +0300	['TWTR']
Адвокатам предложили высокий приговор // По делу о хищении средств «Аэрофлота» прокуратура хочет жесткого наказания	-0.8378378378378379	https://www.kommersant.ru/doc/5411979	Почти максимальное наказание в Гагаринском суде Москвы прокуратура потребовала для фигурантов уголовного дела о хищении средств компании «Аэрофлот» на сумму около 250 млн руб. Как утверждает обвинение, в договорах об оказании юридических услуг заместителем гендиректора «Аэрофлота» Владимиром Александровым и руководителем департамента Татьяной Давыдовой были установлены завышенные расценки на работу внешних адвокатов Дины Кибец и Александра Сливко. Прокуратура предложила каждого из обвиняемых приговорить к девяти годам колонии и оштрафовать на 1 млн руб. Кроме того, надзорное ведомство потребовало удовлетворить гражданский иск к подсудимым на сумму более 120 млн руб. Защита была шокирована предложением прокуратуры и намерена опровергнуть все доводы обвинения.	Wed, 15 Jun 2022 23:08:00 +0300	['AFLT']
Автора стратегии «Аэрофлота» заочно арестовали по делу о мошенничестве	-0.5897435897435896	https://www.rbc.ru/business/12/05/2022/627cf5189a79470bdb3832e2	Суд заочно арестовал бывшего замглавы «Аэрофлота» Андрея Панова по делу о мошенничестве. Обвинения касаются заказа на разработку маркетинговой стратегии компании. Панов, уехавший из России, называет их политически мотивированными	Wed, 18 May 2022 14:24:18 +0300	['AFLT']
Австрия пригрозила забрать у «Газпрома» газохранилище в Зальцбурге	-0.6744186046511629	https://www.rbc.ru/business/12/05/2022/627ccd9d9a7947f8cf4dfbcc	Австрия может передать ПХГ Haidach, которым управляет «дочка» Gazprom Germania, другим компаниям, если «Газпром» откажется его заполнять, заявил канцлер, предложив действовать по принципу «используй или потеряешь»	Thu, 12 May 2022 22:50:07 +0300	['GAZP']
Австрия передаст ПХГ «Газпрома» в Хайдахе другим поставщикам	0.23076923076923078	https://www.rbc.ru/politics/06/07/2022/62c4ead99a7947a52fc880d3	В Австрии заявили, что «Газпром» «систематически отказывается заполнять» крупнейшее газовое хранилище страны в Хайдахе. Его передадут другим энергетическим компаниям	Wed, 06 Jul 2022 13:56:51 +0300	['GAZP']
Австрийский партнер «Газпрома» списал €1 млрд из-за «Северного потока-2»	-0.2727272727272727	https://www.rbc.ru/rbcfreenews/617bbc299a7947dd04270875	Убытки компании OMV от прекращения участия в «Северном потоке — 2» превысили 1 млрд евро. Также компания потеря 658 млн евро от реклассификации других российских активов	Fri, 29 Apr 2022 10:55:41 +0300	['GAZP']
Австралия ввела санкции против «Газпрома», «Транснефти» и РЖД	-0.8571428571428572	https://www.rbc.ru/politics/14/04/2022/62576f2a9a79477218752750	Власти Австралии включили в санкционный список 13 российских юридических лиц, следует из документа, опубликованного на сайте правительства.	Thu, 14 Apr 2022 03:55:06 +0300	['GAZP']
Австралия ввела санкции против 39 россиян по делу Магнитского	-0.7894736842105263	https://www.rbc.ru/rbcfreenews/5fd0f2059a7947683c435191	Под санкции Австралии попали 14 россиян, «ответственных за серьезную коррупцию», и еще 25 граждан России, которые, по мнению Канберры, причастны к смерти Сергея Магнитского	Tue, 29 Mar 2022 06:35:23 +0300	['MGNT']
Австралия ввела санкции против 39 россиян по «делу Магнитского»	-0.6000000000000001	https://www.rbc.ru/rbcfreenews/5fd0f2059a7947683c435191	Под санкции Австралии попали 14 россиян, «ответственных за серьезную коррупцию», и еще 25 граждан России, которые, по мнению Канберры, причастны к смерти Сергея Магнитского	Tue, 29 Mar 2022 06:35:23 +0300	['MGNT']
«Яндекс», VK и Ozon решили претендовать на учет всей рекламы Рунета	0.3636363636363636	https://www.rbc.ru/technology_and_media/08/07/2022/62c810aa9a794731a73daaab	Стать операторами рекламных данных, которые с осени должны передавать сведения обо всех кампаниях в Рунете, готовы «Яндекс», VK, Ozon, МТС, «ВымпелКом» и структура НМГ. Для площадок их услуги могут оказаться небесплатными	Thu, 21 Jul 2022 07:00:06 +0300	['VKCO']
«Совкомфлот»продаст часть судов	-0.3548387096774193	https://www.rbc.ru/business/06/05/2022/6274d0779a79475f88ecf784	«Совкомфлот», один из мировых лидеров в сфере морских танкерных перевозок, планирует продать часть судов, сообщает компания.	Fri, 06 May 2022 10:41:41 +0300	['FLOT']
«Совкомфлот» сообщил о планах продать часть судов	-0.13043478260869562	https://www.rbc.ru/business/06/05/2022/6274d0779a79475f88ecf784	«Совкомфлот», один из мировых лидеров в сфере морских танкерных перевозок, планирует продать часть судов, сообщает компания.	Fri, 06 May 2022 10:41:41 +0300	['FLOT']
«Ситуация — больше чем очередной экономический кризис» // Владелец НЛМК Владимир Лисин о последствиях конфликта на Украине	-0.7058823529411764	https://www.kommersant.ru/doc/5293731	Российская экономика после начала боевых действий на Украине и ввода санкций оказалась в новой реальности, и мало кто из крупных российских бизнесменов решается комментировать ее состояние. Владелец НЛМК Владимир Лисин, с позицией которого ознакомился “Ъ”, называет ситуацию очень тяжелой и призывает правительство не ухудшать ее непродуманным регулированием.	Tue, 05 Apr 2022 01:36:00 +0300	['NLMK']
«Северсталь» продала одну из крупнейших угледобывающих компаний России	-0.25	https://www.rbc.ru/business/02/12/2021/61a8b1d09a79475912ad6712	Покупателями «Воркутаугля» стали бизнесмен Роман Троценко и экс-глава инвесткомпании А1 Андрей Тясто. Перед сделкой Троценко согласился уступить Тясто контроль в их совместной компании	Fri, 29 Apr 2022 17:51:10 +0300	['CHMF']
«Северный поток» пересыхает // «Газпром» последовательно сокращает поставки в Германию	-0.6129032258064515	https://www.kommersant.ru/doc/5411765	«Газпром» продолжил сокращать поставки газа в Европу по «Северному потоку»: с 16 июня они упадут еще на треть — до 67 млн кубометров в сутки. Компания объясняет это необходимостью ремонта газоперекачивающих агрегатов иностранного производства, который их поставщик — немецкая Siemens — не может своевременно обеспечить. Власти Германии связывают поведение «Газпрома» с политическими, а не технологическими причинами. Поток газа «Газпрома» в Европу в июне уже обвалился почти вдвое по сравнению с 2021 годом, и компания может побить антирекорд по объемам экспорта.	Wed, 15 Jun 2022 18:14:00 +0300	['GAZP']
«Ростех» попросил передать ему пакет государства в «Ростелекоме»	0.3181818181818182	https://www.rbc.ru/business/26/01/2022/61f1434b9a79470c932660f5	Госкорпорация также предложила передать ей в доверительное управление акции «Ростелекома», которые сейчас принадлежат ВТБ и ВЭБ.РФ. По словам источника РБК, в правительстве пока не уверены в синергии от смены управления	Thu, 14 Apr 2022 21:47:36 +0300	['RTKM']
«Ростелеком» спелся с «Элвисом» // Компании договорились о сотрудничестве в выпуске микроэлектроники	0.8048780487804879	https://www.kommersant.ru/doc/5329317	Как выяснил “Ъ”, «Ростелеком» выходит на рынок микроэлектроники, учредив с НПЦ «Элвис» совместное предприятие для производства мобильных процессоров «Скиф». Стороны не раскрывают детали проекта. Эксперты и участники рынка считают, что партнерство необходимо оператору для закрепления в сегменте компонентов для устройств интернета вещей, которые в дефиците не фоне санкций.	Wed, 27 Apr 2022 22:35:00 +0300	['RTKM']
«Ростелеком» связал слив данных абонентов со старой утечкой	-0.5172413793103448	https://www.rbc.ru/rbcfreenews/62cdf10d9a794755ca6aa042	«Вымпелком» (бренд «Билайн») опроверг появившуюся в сети информацию об утечке данных абонентов домашнего интернета.	Wed, 27 Jul 2022 00:47:00 +0300	['RTKM']
«Ростелеком» связал слив данных «Умного дома» со старой утечкой	-0.4285714285714286	https://www.rbc.ru/technology_and_media/03/06/2022/6298a3e99a7947ab77757a50	В сеть попали ФИО, телефоны, пароли и IP-адреса пользователей сервиса. По данным компании, эта утечка является продолжением предыдущей, когда неизвестные слили таблицу внутренних аккаунтов «Ростелекома»	Wed, 08 Jun 2022 18:52:45 +0300	['RTKM']
«Ростелеком» связал «слив» данных «Умного дома» со старой утечкой	-0.43999999999999995	https://www.rbc.ru/technology_and_media/03/06/2022/6298a3e99a7947ab77757a50	В сеть попали ФИО, телефоны, пароли и IP-адреса пользователей сервиса. По данным компании, эта утечка является продолжением предыдущей, когда неизвестные «слили» таблицу внутренних аккаунтов «Ростелекома»	Wed, 08 Jun 2022 18:52:45 +0300	['RTKM']
«Ростелеком» и НМГ объединят онлайн-кинотеатры Wink и more.tv	0.75	https://www.rbc.ru/business/04/07/2022/62c2a09b9a79476497b2f728	«Ростелеком» и «Национальная Медиа Группа» (НМГ) договорились объединить видеосервисы Wink и more.tv, говорится в пресс-релизе НМГ.	Mon, 04 Jul 2022 11:23:35 +0300	['RTKM']
«Россети» обсудят присоединение к дочерней ФСК ЕЭС	0.21212121212121215	https://www.rbc.ru/business/05/07/2022/62c3ee9e9a79474e8917ec19	Этот вопрос будет поднят на заседании в сентябре. В 2020 году сообщалось о возможном переходе, наоборот, ФСК ЕЭС под контроль главы «Россетей»	Fri, 15 Jul 2022 20:47:51 +0300	['FEES']
«Роснефть» пошла по берегу // Компания открыла месторождение в Печорском море с запасами 82 млн тонн	0.8	https://www.kommersant.ru/doc/5436145	«Роснефть» открыла Мадачагское месторождение с запасами 82 млн тонн в Печорском море. Оно находится на Медынско-Варандейском участке в территориальном море, где бурение ведется с берега. Еще до введения санкций нефтекомпания пыталась привлечь туда CNPC, но безуспешно. Новые участки «Роснефти» могли бы дозагрузить Варандейский терминал, через который экспортируется нефть СП «Роснефти» и ЛУКОЙЛа с месторождений Требса и Титова.	Wed, 29 Jun 2022 23:02:00 +0300	['ROSN']
«Роснефть» подала в суд на американский Forbes	-0.4666666666666666	https://www.rbc.ru/technology_and_media/16/07/2020/5f1066f49a7947deec064658	Иск «Роснефти» поступил в суд 2 июня, ответчиком по нему выступает Forbes Media LLC — издатель американского Forbes	Sat, 04 Jun 2022 13:21:22 +0300	['ROSN']
«Пульс» ловит «Дзен» // Сделка с «Яндексом» поможет VK улучшить рекомендательные сервисы	0.4545454545454546	https://www.kommersant.ru/doc/5329979	VK будет использовать технологии «Яндекс.Новостей» и «Яндекс.Дзена», чтобы улучшить собственные рекомендательные сервисы, считают опрошенные “Ъ” участники рынка. «Дзен», в частности, может быть объединен с платформой «Пульс», на которой, по данным VK, уже размещаются 5 тыс. авторов. «Новости» же, вероятно, появятся во вкладке «Актуальное» приложения «ВКонтакте». Сделка могла стоить VK до 5 млрд руб., считают эксперты, причем холдингу придется тратить дополнительные средства, чтобы поддерживать трафик, поскольку своего эквивалента главной страницы «Яндекса» у VK нет.	Fri, 29 Apr 2022 01:54:00 +0300	['VKCO']
«Нафтогаз» пригрозил «Газпрому» арбитражом из-за недоплаты за транзит	-0.8461538461538463	https://www.rbc.ru/politics/12/05/2022/627d01349a79471269cfd951	Украина может летом обратиться в международный арбитраж из-за отказа «Газпрома» полностью оплачивать транзит.	Wed, 22 Jun 2022 01:49:49 +0300	['GAZP']
«Нафтогаз» допустил новый суд с «Газпромом» по платежам за транзит	-0.6774193548387097	https://www.rbc.ru/politics/20/05/2022/628767b69a79474bc5a12cb1	В «Нафтогазе» не исключают новый суд с «Газпромом» по поводу платежей за транзит газа.	Fri, 20 May 2022 13:36:06 +0300	['GAZP']
«Металлург» прет как трактор // Клуб из Магнитогорска быстро вышел в финал Кубка Гагарина	0.5	https://www.kommersant.ru/doc/5304673	«Металлург» стал первым финалистом Кубка Гагарина. В пятом матче полуфинальной серии play-off Континентальной хоккейной лиги магнитогорцы одолели на своей площадке «Трактор» со счетом 2:1, забив победный гол на последних секундах основного времени.	Mon, 11 Apr 2022 21:44:00 +0300	['MGNT']
«Магнит» открыл первый магазин за пределами России	0.7446808510638299	https://www.rbc.ru/business/12/01/2022/61de3d049a7947eeeccb5aa9	Ретейлер «Магнит» вышел на рынок Узбекистана с сетью магазинов формата «дрогери», в которых продаются товары для красоты и здоровья.	Tue, 26 Apr 2022 14:26:18 +0300	['MGNT']
«Красный Октябрь» проиграл польской компании суд по «Коровке»	-0.696969696969697	https://www.rbc.ru/business/05/05/2021/6091eba39a7947a2c111b040	Суд Европейского союза не удовлетворил иски московской кондитерской фабрики «Красный Октябрь», которая входит в холдинг «Объединенные кондитеры», против польской кондитерской фирме Spoldzielnia Pokoj.	Thu, 09 Jun 2022 01:08:07 +0300	['KROT']
«Коммерсантъ»: Kraft Heinz продаст российский бизнес по производству детского питания	0.08333333333333331	https://www.vedomosti.ru/business/news/2022/07/29/933593-kraft-heinz-prodast-rossiiskii-biznes		Fri, 29 Jul 2022 09:51:38 +0300	['KHC']
«Коммерсантъ» узнал об отказе властей от идеи передачи доли «Ростелекома»	-0.1333333333333333	https://www.rbc.ru/opinions/economics/15/06/2022/62a87e589a7947cbf332c253	«Ростех» попросил передать ему пакет государства в «Ростелекоме» в середине апреля. По словам источника «Коммерсанта», правительство отказало госкорпорации из-за опасений, что Минцифры лишилось бы рычагов влияния на компанию	Wed, 15 Jun 2022 03:18:31 +0300	['RTKM']
«Коммерсантъ» узнал об иске клиентов СДЭК к компании из-за утечки данных	-0.9310344827586208	https://www.rbc.ru/society/04/05/2022/62729e109a79472e84632d22	Клиенты оператора экспресс-доставки СДЭК («СДЭК-Глобал») подали иск к компании из-за утечки персональных данных, пишет «Коммерсантъ» со ссылкой на коллективную претензию.	Tue, 07 Jun 2022 06:41:31 +0300	['DVEC']
«Коммерсантъ» узнал об идее ЛУКОЙЛа, как избежать риска остановки НПЗ	0.3636363636363636	https://www.rbc.ru/economics/06/04/2022/624d61559a79473ba12cc589	В компании поясняют, что из-за сокращения объемов отгрузки мазута после введения санкций образовался избыток топлива в хранилищах. ЛУКОЙЛ предлагает перенаправить мазут в качестве топлива на ТЭЦ	Thu, 07 Apr 2022 10:30:44 +0300	['LKOH']
«Коммерсантъ» узнал о разрыве контрактов Baker Hughes по СПГ-проектам	-0.24137931034482762	https://www.rbc.ru/politics/25/05/2022/628e68bc9a79476463f1962b	Американская Baker Hughes решила отозвать сервисных и проектных инженеров с ряда СПГ-проектов в России, в том числе со строящегося НОВАТЭКом «Арктик СПГ-2», и остановить отгрузку оборудования	Thu, 16 Jun 2022 07:40:54 +0300	['BKR']
«Коммерсантъ» узнал о просьбе Газпромбанка к Путину по передаче БАМ	0.5652173913043479	https://www.rbc.ru/society/29/04/2021/608a6e4a9a79474144f3828b	Байсаров и Климов готовы инвестировать до 1,5 трлн руб. в развитие БАМа и Транссиба на условиях концессии. Путин поручил Мишустину и Минтрансу изучить предложения. РЖД считает, что траты превысят 2,5 трлн руб.	Wed, 01 Jun 2022 11:46:13 +0300	['GAZP']
«Коммерсантъ» узнал о передаче «Газпрому» лицензии на турбину	0.28571428571428575	https://www.rbc.ru/politics/18/07/2022/62d4768e9a7947bbee4be136	Siemens Energy направила «Газпрому» выданную Канадой экспортную лицензию, пишет газета. Российская компания должна изменить отгрузочную документацию и прислать документы	Sun, 24 Jul 2022 21:54:28 +0300	['GAZP']
«Коммерсантъ» узнал о намерении Kraft Heinz продать заводы в России	-0.588235294117647	https://www.rbc.ru/business/18/06/2022/62ab0dd59a79472b89c69b68	Kraft Heinz продаст заводы в Ставрополье и Иваново по производству детского питания, компания оценивает их вместе с локальными брендами в 2,5–3 млрд руб., пишет газета. В Kraft Heinz отказались комментировать «рыночные слухи»	Fri, 29 Jul 2022 02:20:17 +0300	['KHC']
«Коммерсантъ» узнал о закрытии части магазинов ретейлеров Apple в России	-0.5	https://www.rbc.ru/politics/05/03/2022/62229d1e9a794754b9857a99	Несколько точек в разных городах России закрыл re: Store, в Санкт-Петербурге перестали работать четыре магазина iPort. Источник «Коммерсанта» объяснил закрытие низким спросом и дефицитом товаров	Tue, 24 May 2022 07:39:25 +0300	['AAPL']
«Коммерсантъ» сообщил о решении МТС отложить продажу сотовых вышек	0.2173913043478261	https://www.rbc.ru/business/16/06/2021/60c95cae9a7947489f8680d5	МТС планировала продать свой башенный бизнес (23 тыс. сотовых вышек) в первой половине 2022 года, но сделку отложили на неопределенный срок. Портфель оценивался в 100 млрд руб.	Tue, 26 Apr 2022 08:58:37 +0300	['MTSS']
